index,true_label,pred_label,margin,entropy,logit_c0,logit_c1,logit_c2,logit_c3,logit_c4,logit_c5,logit_c6,logit_c7,logit_c8,logit_c9,logit_c10,logit_c11,logit_c12,logit_c13,logit_c14,logit_c15
1412,13,11,0.02698028,1.5895119,-5.446187,-0.8358817,-5.329052,-3.4599063,-4.5187864,-2.0927963,-1.1984088,-2.040676,-3.2358556,-1.3426032,-2.1890664,6.9086576,6.4129868,6.393141,6.801563,6.490055
1413,13,11,0.1339998,1.568274,-5.4411073,-0.99644136,-5.3806314,-3.6099458,-4.5649934,-2.148186,-1.2447863,-2.0112324,-3.1866684,-1.2103854,-2.0668588,7.1667647,6.310637,6.578767,6.608674,6.622179
1414,13,11,0.0033385158,1.5518919,-5.422765,-1.8344586,-5.5402794,-3.760354,-4.7099557,-2.4119296,-1.30234,-1.8529127,-2.7997766,-0.809271,-1.9664108,7.2139792,6.2556305,6.7936354,6.600845,7.2019854
1415,13,15,0.19523913,1.5270153,-5.4031057,-2.306384,-5.678852,-3.6746252,-4.853487,-2.6840196,-1.1619086,-1.7989635,-2.5195823,-0.8545778,-2.2599459,6.962449,6.5865207,6.9177046,6.8831196,7.7082767
1416,13,15,0.14972574,1.4838095,-5.3774385,-2.605762,-5.7255564,-3.708457,-5.064618,-2.924009,-0.82456064,-1.8818934,-2.3003702,-1.0234327,-2.696869,6.885922,6.917056,7.6068454,6.991744,8.090174
1417,13,13,0.12211141,1.5127171,-5.3454027,-3.2672966,-5.7760873,-3.627399,-5.264708,-3.0920544,-0.48865563,-1.9278007,-1.8668298,-0.8139919,-3.1766233,6.605976,7.5516634,8.151302,7.4807234,7.710784
1418,13,13,0.30678216,1.3389571,-5.317642,-4.5512652,-5.9746532,-3.7624154,-5.4979773,-3.2621336,-0.15473223,-1.7943584,-1.0510217,-0.16837889,-3.5059643,6.3736324,7.947496,8.9242115,7.827672,7.5108337
1419,13,13,0.13310948,1.3834319,-5.290044,-5.2626934,-6.160937,-3.8088434,-5.6702576,-3.414186,-0.12303412,-1.6838338,-0.6383249,0.17042077,-3.5427332,6.385417,8.428694,8.819217,7.8685837,7.5372014
1420,13,13,0.12510467,1.3116084,-5.29169,-5.193754,-6.1103354,-3.6942914,-5.69098,-3.2706304,0.4933986,-1.6803933,-0.36244792,0.15915126,-3.960442,5.7912292,8.376134,8.767874,8.383913,6.8018227
1421,13,14,0.3984161,1.0123775,-5.279479,-5.86565,-5.93981,-3.4551816,-5.8042893,-3.1087608,1.3514395,-1.4219016,0.64500624,0.18254727,-4.4236155,4.950781,8.23307,7.4820747,9.241385,6.090811
1422,13,14,0.38402045,0.95688885,-5.264783,-6.266982,-6.0053797,-3.4640644,-5.8863163,-3.2336724,1.3779376,-1.3861183,0.92999035,0.3222053,-4.463438,4.905403,8.491978,7.306791,9.41245,6.0590076
1423,13,14,0.43033546,0.90451854,-5.263508,-6.5791187,-6.03537,-3.7077818,-5.9695888,-3.1005416,1.4396522,-1.354212,1.1645406,0.67381024,-4.304451,5.2032986,8.449116,7.20482,9.480861,5.6604743
1424,13,12,0.079726726,1.3190596,-5.2608523,-6.356266,-6.332328,-4.0155272,-5.871714,-3.2812872,0.58917415,-1.5018235,0.4450477,0.8756986,-3.8340752,6.089575,8.694836,8.433182,8.447831,6.5691147
1425,13,12,0.11873275,1.2982993,-5.257911,-6.360898,-6.3294897,-4.0599995,-5.8419666,-3.3702543,0.34719092,-1.482827,0.31858143,0.99947333,-3.7361927,6.3865376,8.879488,8.55226,8.066603,6.6017814
1426,13,12,0.19269708,1.3295842,-5.2371025,-6.808,-6.4078054,-4.096523,-5.8259683,-3.5024066,0.17093375,-1.3636872,0.56327665,1.1150475,-3.6402292,6.5661793,8.889709,8.352699,7.7042017,7.102254
1427,13,13,0.010359615,1.3538033,-5.2690783,-6.2215176,-6.315541,-3.912085,-5.7511888,-3.3886652,0.5128542,-1.4543998,0.30346325,0.6921742,-3.866118,6.0312905,8.527513,8.559395,8.322498,6.9011946
1428,13,14,0.1662611,1.2926761,-5.283977,-6.1497045,-6.2144365,-3.9382548,-5.750003,-3.0655136,0.89302254,-1.4042051,0.462493,0.7016562,-3.874986,5.909897,8.081868,8.182461,8.672622,6.3685656
1429,13,13,0.23875678,1.352685,-5.2658744,-6.076762,-6.37267,-4.2921033,-5.734274,-3.2471955,-0.14110115,-1.507316,-0.18615797,0.92513037,-3.21873,7.0376925,8.279153,8.965205,7.499201,7.3496184
1430,13,13,0.21366003,1.3852919,-5.265216,-6.008853,-6.3887396,-4.202256,-5.6990614,-3.3372896,-0.16161281,-1.4921244,-0.24189422,0.7685435,-3.2687068,6.92262,8.268218,8.900951,7.489242,7.630498
1431,13,13,0.14231491,1.4208486,-5.2591343,-5.929542,-6.4092016,-3.9540596,-5.6618423,-3.5273426,-0.06363219,-1.4684246,-0.2211618,0.42489588,-3.5219176,6.499507,8.308085,8.760879,7.5641994,8.09913
1432,13,13,0.040459037,1.4195623,-5.268791,-5.518315,-6.265896,-3.5859554,-5.6434216,-3.6864347,0.019424856,-1.5661305,-0.37276173,-0.05891651,-3.8521018,5.912116,8.521239,8.651372,7.8660107,8.168239
1433,13,13,0.08325374,1.4030336,-5.3037157,-5.1309133,-6.0796404,-3.4951682,-5.486394,-3.1603084,0.5652411,-1.5068216,-0.28597206,-0.23008913,-3.979501,5.443292,7.654864,8.405768,8.144974,7.6346226
1434,13,15,0.0035264194,1.3454702,-5.2915335,-5.3440948,-6.342813,-4.10639,-5.5476,-3.3676338,-0.3475082,-1.4739771,-0.75042176,0.24265009,-3.0341501,6.8414564,7.4704742,8.707468,7.1597342,8.716831
1435,13,15,0.27795887,1.3632505,-5.284422,-5.4607115,-6.312373,-3.9310734,-5.5839047,-3.5402513,-0.6358236,-1.4558269,-0.69734263,0.17144924,-2.9547749,6.762208,7.8543625,8.0749035,7.3985276,8.941303
1436,13,15,0.1929793,1.4191118,-5.304426,-4.874545,-6.171625,-3.6156676,-5.5115113,-3.497294,-0.6003587,-1.5830455,-0.9723287,-0.26757812,-3.1441946,6.3734074,8.074247,7.7387867,7.7760806,8.700453
1437,13,15,0.0911859,1.4974602,-5.3142376,-4.901913,-6.1186743,-3.7279034,-5.4992666,-3.3791776,-0.731084,-1.6135759,-0.99506336,-0.08246589,-2.9776046,6.604847,8.059813,7.7844715,7.821437,8.381458
1438,13,15,0.04853353,1.5265682,-5.319907,-4.901964,-6.1226664,-3.9720967,-5.505782,-3.278462,-0.7871735,-1.6395259,-1.0811522,0.11216587,-2.775096,6.953944,7.7881746,8.125316,7.645092,8.295758
1439,13,15,0.21487229,1.3886126,-5.32061,-4.9376264,-6.154577,-4.0899997,-5.478289,-3.3239067,-0.87042665,-1.5620728,-1.0960587,0.15154153,-2.5864136,7.0765805,7.309059,8.138856,7.3097286,8.770629
1440,13,15,0.31180885,1.3540875,-5.3081217,-5.1349034,-6.1956553,-3.9728875,-5.519186,-3.3928657,-0.86610055,-1.5196711,-0.93366385,0.13575071,-2.6786566,6.8704896,7.497135,7.925109,7.4549446,8.896961
1441,13,12,0.04616043,1.5096316,-5.3241735,-4.8910084,-6.0305557,-3.6621957,-5.5181437,-3.2781823,-0.76527417,-1.6169641,-0.97182703,-0.023886383,-2.9537282,6.5552616,8.187318,7.6070333,7.937678,8.017745
1442,13,13,0.029956907,1.5026234,-5.2984047,-5.23667,-6.06979,-3.7862642,-5.566986,-3.458744,-0.51577896,-1.6529144,-0.76346785,0.0074801445,-3.2226853,6.556937,8.159334,8.30334,7.837376,8.19051
1443,13,13,0.06740859,1.4753175,-5.2972794,-5.016202,-6.093373,-3.750451,-5.553108,-3.4721029,-0.37540504,-1.6776109,-0.8597907,-0.13575673,-3.3446503,6.4012003,8.102333,8.4661255,7.807955,8.2292185
1444,13,13,0.11111507,1.4651432,-5.309543,-4.43381,-5.998056,-3.5910823,-5.4740744,-3.4083521,-0.27992606,-1.7657245,-1.1427425,-0.4408942,-3.4959471,6.1898556,8.049322,8.450308,7.83912,8.0285
1445,13,13,0.2734152,1.3737643,-5.3470545,-3.8052037,-5.8001337,-3.5875604,-5.2875175,-2.987027,-0.05821091,-1.8331373,-1.3449216,-0.6437975,-3.532735,6.1125994,7.357397,8.571802,7.539953,7.6847854
1446,13,13,0.26758635,1.365182,-5.388278,-2.3898273,-5.426818,-3.4299672,-5.0258503,-2.513595,-0.12309092,-2.058227,-2.0466142,-1.2322278,-3.4489856,6.1627693,6.7160378,8.221401,6.9505205,7.4110055
1447,13,13,0.19556215,1.4408451,-5.3996944,-1.4088542,-5.296876,-3.5044456,-4.937533,-2.4385457,-0.49526477,-2.226582,-2.7034988,-1.5660415,-3.091753,6.6184697,6.5631695,7.933963,6.588896,7.3264976
1448,13,13,0.019453675,1.5910997,-5.4033694,-1.211159,-5.342083,-3.5240967,-4.8808217,-2.4784927,-0.79264235,-2.2065673,-2.9269433,-1.6006001,-2.7129135,6.849468,6.7130747,7.248042,6.8874636,7.1695676
1449,13,14,0.033201784,1.6029727,-5.413724,-1.20354,-5.342852,-3.5120494,-4.8580384,-2.3950937,-0.8927063,-2.2002552,-2.9805474,-1.4728584,-2.5727496,6.904525,6.85524,7.0018206,7.147305,6.7633944
1450,13,14,0.010331154,1.5894828,-5.428328,-1.0356201,-5.2911625,-3.5479796,-4.7782164,-2.2597733,-0.99365604,-2.2022355,-3.1067708,-1.396214,-2.4165444,7.0420175,6.754045,6.903904,7.08475,6.462756
1451,13,14,0.23021051,1.4191794,-5.4641027,-0.15672833,-5.0023894,-3.145458,-4.4828644,-1.582057,-0.9527309,-2.220928,-3.5296087,-1.5671809,-2.3297668,6.3386455,6.5614214,5.932167,7.2986407,5.3874454
1452,13,14,0.018054903,1.4804827,-5.472423,1.1766598,-4.713291,-3.0925796,-4.194639,-1.2188913,-0.98411006,-2.455396,-4.1201363,-2.1155882,-2.2397263,6.5472517,6.022322,5.604582,6.6042957,4.9637575
1453,13,11,0.26641458,1.4781928,-5.455143,1.2338368,-4.7741203,-3.2998047,-4.204989,-1.489873,-1.0818279,-2.4463375,-4.0407424,-2.259571,-2.226808,6.9529166,5.7061768,5.9976625,5.7913284,5.814028
1454,13,11,0.13402855,1.4276955,-5.4488997,2.786181,-4.17086,-2.9517055,-4.034027,-0.9437806,-0.72374284,-2.9128594,-4.3494635,-3.0027053,-2.9152212,6.531378,4.9013414,6.071433,4.2548895,6.101724
1455,13,11,0.12797475,1.5019724,-5.42855,2.3099651,-4.2465696,-2.9875515,-4.268225,-1.2533802,-0.60490215,-2.940146,-4.192253,-2.9058328,-3.064884,6.6267138,5.5367594,6.2156243,5.09363,5.7205944
1456,13,11,0.032855123,1.5201248,-5.425203,1.6737779,-4.346715,-2.9211972,-4.536343,-1.4997716,-0.5307516,-2.8935835,-4.016804,-2.6784797,-3.0792303,6.550685,6.3237133,5.9708056,6.430639,4.890229
1457,13,14,0.065371186,1.4487119,-5.417882,1.1113682,-4.3420696,-2.877172,-4.7629433,-1.6470764,-0.35738882,-2.874241,-3.7438025,-2.3581228,-3.2945926,6.3966846,6.737104,6.2666097,6.952894,4.456346
1458,13,13,0.036391497,1.4087757,-5.385927,-0.44941527,-4.6902876,-3.1697226,-5.091209,-2.1748044,-0.21381274,-2.7111588,-2.9938855,-1.7331054,-3.512062,6.3934426,7.2294984,7.513642,7.3960056,4.9963436
1459,13,13,0.024621516,1.3013167,-5.3830075,-0.37699875,-4.4367237,-3.0852094,-5.0925713,-1.9365988,0.36714813,-2.766886,-2.6585035,-1.6063203,-4.032408,5.8208055,7.1605787,7.5936604,7.522641,4.1895914
1460,13,14,0.37858334,1.0754414,-5.385509,0.2882276,-3.6060984,-2.407093,-4.911616,-0.79547334,1.6244397,-2.794641,-2.000431,-1.8900851,-5.0084944,4.4957123,6.164523,5.271665,7.1279483,3.1024737
1461,13,14,0.39742118,1.0515263,-5.3834424,-0.14819932,-3.9542577,-2.6736739,-5.0439024,-1.3252838,1.2129722,-2.7780595,-2.1750648,-1.7422596,-4.700986,4.750601,6.7347326,6.25481,7.780615,3.4267447
1462,13,14,0.090349644,1.2373103,-5.3637547,-1.9105644,-4.900686,-3.290567,-5.457278,-2.4531064,0.25032675,-2.5060637,-2.1004152,-0.9083047,-3.903618,5.8818836,7.9698963,8.074944,8.338854,4.5045075
1463,13,14,0.051629007,1.2062116,-5.3556004,-2.9211333,-5.1376576,-3.5294707,-5.5659046,-2.5754526,0.3865815,-2.3369431,-1.5314608,-0.5073848,-3.8674927,5.8659143,8.009181,8.468608,8.607321,4.8541856
1464,13,14,0.38709885,1.0777134,-5.366947,-1.4703933,-4.478605,-3.029016,-5.3170285,-1.8117652,1.0885711,-2.5397034,-1.7547889,-1.2450347,-4.451334,5.0141077,7.20795,7.2258577,8.318327,4.0767317
1465,13,14,0.19023216,1.1943971,-5.3483343,-1.4544078,-4.686351,-2.9474263,-5.3325586,-2.2098746,0.8205013,-2.5338044,-1.9552171,-1.4036658,-4.449654,4.9984255,7.5321674,7.641861,8.178597,4.7470126
1466,13,13,0.050632775,1.3036147,-5.356389,-1.1724815,-4.7705655,-2.9407403,-5.195793,-2.3190296,0.4500162,-2.5605924,-2.2925024,-1.6851127,-4.2330766,5.297109,7.376608,7.803013,7.656337,5.453421
1467,13,13,0.24177825,1.3593676,-5.3728724,-0.6037228,-4.7960443,-3.1218197,-5.089099,-2.1843102,0.0078215,-2.6290522,-2.8200366,-1.8407896,-3.7646515,6.0317984,7.0340977,7.8572598,7.105875,5.670841
1468,13,13,0.15939337,1.3915164,-5.3721137,-0.73564005,-4.86141,-3.1556184,-5.170346,-2.2730522,-0.079873145,-2.61152,-2.830793,-1.7831016,-3.6667123,6.1311436,7.1794825,7.806454,7.310733,5.6933956
1469,13,12,0.017819673,1.3523605,-5.358941,0.72076297,-4.4059343,-2.5047178,-5.022597,-1.9418913,0.27306604,-2.8534622,-3.2813199,-2.4610634,-4.225812,5.317209,7.1648884,6.5672407,7.114327,4.9159365
1470,13,12,0.075699955,1.3896562,-5.3493414,0.96333426,-4.2360106,-2.3138206,-4.8794985,-1.9146653,0.4035031,-2.907023,-3.1903384,-2.6747255,-4.587083,4.9212008,6.9723835,6.5247927,6.7412767,5.140724
1471,13,12,0.000567019,1.3513205,-5.3579454,0.16116935,-4.4031744,-2.5419219,-4.9671297,-2.047935,0.49145603,-2.774398,-2.8069658,-2.2450716,-4.5385547,5.0409937,7.108998,7.09291,7.1071568,5.088131
1472,13,14,0.03385088,1.3376408,-5.350356,-0.8180537,-4.8172436,-2.8173318,-5.2219014,-2.4549832,0.1382919,-2.59544,-2.6638384,-1.881126,-4.0721292,5.5077004,7.60824,7.3657026,7.709297,5.5448656
1473,13,14,0.07477778,1.3316548,-5.326079,-2.1324253,-5.1921988,-2.9660692,-5.4690337,-2.82721,0.051807642,-2.3542528,-2.0824573,-1.51285,-3.939982,5.4079475,7.979613,7.7301464,8.200765,6.400898
1474,13,14,0.05348283,1.272281,-5.310939,-2.5644197,-5.2323856,-2.8860552,-5.553339,-3.008304,0.32246524,-2.3123524,-1.7121599,-1.3651173,-4.3170013,4.988166,8.269567,7.9534016,8.421777,6.321246
1475,13,14,0.025042951,1.2762548,-5.2978973,-3.7723298,-5.5613117,-3.0364292,-5.643299,-3.325985,0.41249594,-2.0546203,-1.0542494,-0.8749369,-4.373459,4.9601383,8.571345,8.286795,8.643992,6.6983585
1476,13,14,0.10593501,1.3259852,-5.325517,-4.581685,-5.7586036,-3.4583356,-5.5568843,-2.65895,0.80837774,-1.7082942,-0.43782663,-0.46513864,-3.9872503,5.254627,7.410917,8.086977,8.381863,6.965914
1477,13,13,0.16471864,1.4005094,-5.3120627,-4.537926,-5.9677143,-3.4978414,-5.531637,-3.163762,0.21765125,-1.7462041,-0.8096939,-0.49885353,-3.8077526,5.6274757,7.7555423,8.584685,8.043152,7.824999
1478,13,13,0.088757485,1.4077282,-5.2846103,-5.0598097,-6.0537024,-3.425824,-5.627129,-3.475465,0.2152395,-1.7134359,-0.48756853,-0.33720177,-4.006209,5.4881124,8.310677,8.615049,8.298423,7.8075523
1479,13,13,0.12295689,1.4409113,-5.274553,-5.693763,-6.2402925,-3.734309,-5.696787,-3.3437135,0.20072728,-1.5504028,-0.1534186,0.046135724,-3.707395,5.8523273,8.025604,8.551093,8.10823,8.054483
1480,13,12,0.007914096,1.450105,-5.255829,-5.897155,-6.2911253,-3.7542195,-5.7562866,-3.6056368,-0.12135345,-1.5413287,-0.19328521,0.13260645,-3.5856462,6.1747665,8.466607,8.4386,7.796864,8.365546
1481,13,12,0.18378271,1.3762629,-5.2812614,-5.487532,-6.149224,-3.56208,-5.726841,-3.5270586,-0.14022633,-1.6078379,-0.41623023,0.0973838,-3.6607406,6.091526,8.840905,8.275366,7.9728785,7.6305323
1482,13,12,0.1817831,1.4009646,-5.3050604,-4.8938274,-6.00589,-3.385659,-5.627329,-3.4781106,-0.28959787,-1.685816,-0.80309045,-0.24365687,-3.5798616,5.9894457,8.694959,7.9574504,8.102592,7.6742563
1483,13,13,0.10028595,1.4329158,-5.2823086,-5.296486,-6.191467,-3.76555,-5.61789,-3.5144553,-0.1983661,-1.6242505,-0.6351821,-0.051639378,-3.4926524,6.2601156,8.088437,8.673802,7.7572346,8.3484955
1484,13,13,0.2800714,1.3572206,-5.3041434,-4.7382545,-6.1259203,-3.7476442,-5.55897,-3.3340576,-0.051894367,-1.710726,-0.9326363,-0.14986885,-3.5799417,6.265282,8.00875,8.907091,7.7278137,7.7988176
1485,13,13,0.18670905,1.329704,-5.306521,-4.0773034,-5.8464165,-3.421649,-5.5184884,-3.2930863,0.14966077,-1.9053435,-1.1164119,-0.5224243,-3.9436693,5.709699,8.2052765,8.776476,8.12859,7.145368
1486,13,13,0.2422383,1.3724724,-5.2983627,-4.977813,-6.043387,-3.774889,-5.6485186,-3.3474832,-0.10286343,-1.7522795,-0.7694824,-0.07186997,-3.5401688,6.202937,8.121651,8.901342,8.002441,7.703945
1487,13,13,0.15701175,1.3787925,-5.3173056,-4.3124666,-5.8564672,-3.6854239,-5.590011,-3.2243905,-0.24006492,-1.9000058,-1.2136388,-0.2280702,-3.4378176,6.3501997,8.231026,8.711887,8.0414,7.1369433
1488,13,13,0.37795585,1.2395062,-5.3250613,-4.454413,-5.887352,-3.8116186,-5.5297623,-3.0724602,0.043218613,-1.8319759,-1.0096998,-0.13326436,-3.5315237,6.2864404,7.7705216,9.069605,7.930027,7.1344366
1489,13,13,0.2925312,1.2588736,-5.325371,-4.155168,-5.800001,-3.578137,-5.480396,-3.0268354,0.32491583,-1.8593987,-1.0012617,-0.40221035,-3.847042,5.788308,7.7505035,8.899096,8.057818,7.0110655
1490,13,14,0.016951501,1.2592648,-5.331582,-3.7496338,-5.5367002,-3.29277,-5.4502563,-2.9479222,0.6910882,-1.9620881,-0.9554912,-0.5966394,-4.259687,5.2316246,7.914924,8.423565,8.469992,6.2408442
1491,13,13,0.32562667,1.3521627,-5.3053427,-4.9882293,-6.1199074,-3.9999304,-5.589343,-3.3145669,-0.28474933,-1.7044928,-0.9260552,0.13925451,-3.2499325,6.735244,7.932261,8.992424,7.6097026,7.8048067
1492,13,12,0.06969747,1.5105929,-5.332871,-4.2592516,-5.9856567,-3.6407704,-5.4858603,-3.1399906,-0.49117804,-1.7219296,-1.3229928,-0.18774945,-3.1109507,6.5538793,8.152363,7.897441,7.847226,7.4864054
1493,13,13,0.043926835,1.5320169,-5.3280034,-4.2311873,-6.055612,-3.791181,-5.426083,-3.2312746,-0.5607965,-1.7133127,-1.4174086,-0.24063009,-3.0120285,6.7636547,7.839702,8.133216,7.5925236,7.9698057
1494,13,13,0.023194611,1.361559,-5.3395834,-4.0513306,-6.060547,-3.9109554,-5.323248,-3.220037,-0.49044967,-1.6829758,-1.4942546,-0.36288193,-3.010107,6.798576,7.2232676,8.547352,7.050197,8.485058
1495,13,13,0.0488545,1.3216485,-5.3543983,-3.790544,-5.9994044,-3.9400172,-5.2469754,-3.1253023,-0.5504561,-1.6827017,-1.6461687,-0.4083493,-2.9113455,6.9040837,6.9552474,8.593158,6.8538027,8.466448
1496,13,15,0.2944802,1.3144509,-5.326005,-4.9076843,-6.2009215,-4.1676464,-5.361744,-3.3580937,-1.1412129,-1.3961232,-1.1953424,0.49329627,-2.2539265,7.3376865,6.9261093,7.9828205,6.884093,8.832259
1497,13,15,0.26458538,1.3446105,-5.318876,-5.313417,-6.24846,-4.2557764,-5.4015236,-3.2765207,-1.2097439,-1.298562,-0.963622,0.8892572,-2.1103826,7.3948812,6.8667603,7.931901,6.789827,8.706229
1498,13,13,0.0011261106,1.5276855,-5.3296633,-5.659027,-6.2579136,-4.3941927,-5.4030323,-3.08006,-1.2121065,-1.2672132,-0.7858546,1.2804502,-2.0756912,7.6354,7.258049,8.020657,6.8439245,8.016761
1499,13,13,0.03953463,1.455296,-5.3043113,-6.112639,-6.364955,-4.606907,-5.4679956,-3.1955726,-1.1754372,-1.2211983,-0.5419441,1.5503258,-2.0387383,7.906072,7.1395464,8.343465,6.588466,8.217153
1500,13,15,0.27316898,1.2746941,-5.270585,-6.427944,-6.4981155,-4.491426,-5.5162745,-3.4752636,-1.0394366,-1.1484337,-0.24495496,1.3480222,-2.24198,7.5954576,7.0414486,8.246535,6.509547,9.001245
1501,13,15,0.323807,1.2413175,-5.264355,-6.7413745,-6.5232096,-4.5016365,-5.5101085,-3.5078876,-1.0652157,-1.0713047,-0.021776468,1.5067475,-2.2363472,7.6030445,7.0229034,8.155771,6.3961515,9.060314
1502,13,15,0.1845189,1.2998897,-5.2516394,-7.1834717,-6.6462793,-4.653151,-5.534497,-3.3667321,-0.6625432,-1.0154521,0.39680284,1.716083,-2.3857982,7.6286907,6.8886843,8.3283,6.3176484,8.828661
1503,13,15,0.27399647,1.3631283,-5.227709,-7.6528015,-6.7713776,-4.565443,-5.606352,-3.3515842,-0.32552472,-0.9576185,0.8989539,1.7475779,-2.6867604,7.4524045,7.2338443,7.856694,6.496003,8.692783
1504,13,15,0.37874258,1.2754967,-5.2097955,-7.8153133,-6.75082,-4.4828677,-5.6250496,-3.5696537,-0.5943499,-0.95868087,0.9801483,1.726774,-2.6824145,7.5600796,7.748847,7.4367466,6.1639996,8.942061
1505,13,15,0.25737488,1.283419,-5.1852455,-8.152274,-6.802303,-4.3503604,-5.6542215,-3.6659951,-0.35593927,-0.9014069,1.3707037,1.6949788,-2.9724267,7.399165,8.116123,7.0696945,6.1490097,8.825951
1506,13,12,0.06049657,1.4258147,-5.1631923,-8.698622,-6.94968,-4.3789787,-5.731274,-3.6098323,0.2967959,-0.7976964,2.0984814,2.062957,-3.349043,7.212612,8.202929,6.7654915,6.528041,8.028816
1507,13,12,0.06119734,1.4548558,-5.1632667,-8.853173,-7.0058846,-4.4798656,-5.74678,-3.5444214,0.42682093,-0.7392787,2.2865005,2.2641435,-3.2833064,7.332004,8.03246,6.5654316,6.4521937,7.846687
1508,13,12,0.1951639,1.4322586,-5.1777654,-8.301911,-6.8994193,-4.2607365,-5.7568245,-3.610751,0.4428286,-0.892671,1.7996517,1.7761549,-3.5545373,6.9015245,8.420144,7.112914,7.0262012,7.826748
1509,13,12,0.32962054,1.3042402,-5.189581,-7.644079,-6.7226543,-4.0434,-5.752064,-3.75118,0.1816754,-1.0985454,1.184941,1.2819625,-3.695612,6.635274,8.934105,7.603735,7.136954,7.946294
1510,13,12,0.055657446,1.1694267,-5.2228804,-7.3442383,-6.498383,-3.5928934,-5.863346,-3.679086,1.1250179,-1.1021163,1.4875262,0.7574997,-4.3552036,5.355713,8.875259,7.1464972,8.74271,6.951464
1511,13,14,0.3076323,1.1047034,-5.261425,-7.0758114,-6.2304745,-3.745184,-5.886388,-3.128123,1.312509,-1.1151425,1.4250847,0.6588311,-4.139693,5.4150567,8.158304,6.9626203,8.917755,6.494487
1512,13,13,0.030592948,1.4696612,-5.2475724,-6.3783655,-6.369629,-3.9370217,-5.7834606,-3.419856,0.05201122,-1.456291,0.19770232,0.47319287,-3.5364606,6.2399282,8.313736,8.420454,7.863987,8.0957155
1513,13,12,0.0007457435,1.3475207,-5.2928967,-4.528837,-5.847385,-3.3500025,-5.6705923,-3.4386609,0.13767278,-1.8918015,-0.82518023,-0.45920846,-4.009758,5.518024,8.584965,8.582628,8.404165,7.198884
1514,13,14,0.1728121,1.2452209,-5.3261557,-3.0771449,-5.2721357,-2.9195282,-5.3662796,-2.9238386,0.6728155,-2.117343,-1.223291,-1.0957658,-4.522422,4.7834597,7.984642,7.9605956,8.494177,6.169766
1515,13,14,0.04974878,1.2283341,-5.3156114,-3.0667531,-5.2963605,-2.9564068,-5.5009246,-3.1412256,0.37572163,-2.191614,-1.4060324,-1.0116868,-4.388067,5.032277,8.45566,8.059996,8.592202,6.02759
1516,13,14,0.05065751,1.2222997,-5.348796,-2.7531211,-5.2999897,-3.0557792,-5.490842,-2.8712084,-0.005657643,-2.1626477,-1.8226833,-0.88528746,-3.7953563,5.5940666,8.371793,7.6443696,8.502642,5.7688627
1517,13,14,0.058583528,1.339258,-5.357301,-1.5458659,-5.0264864,-3.0212545,-5.267691,-2.64439,-0.10683957,-2.4455736,-2.442391,-1.4867744,-3.7817416,5.835346,7.796754,7.6117516,7.9730873,5.7280736
1518,13,14,0.04973057,1.3838814,-5.3622336,-0.51128125,-4.722317,-2.8287318,-5.1251693,-2.3584375,-0.06278771,-2.6547918,-2.8644397,-2.0330405,-3.8824313,5.716685,7.402821,7.180439,7.555319,5.5755334
1519,13,14,0.01571247,1.4878947,-5.3727894,-0.10767606,-4.6868896,-2.9001322,-4.989373,-2.203528,-0.18252587,-2.6833904,-3.093575,-2.2341094,-3.6962447,5.945073,7.0259385,7.0751357,7.1305075,5.8361864
1520,13,13,0.20047435,1.534211,-5.3947163,1.3865994,-4.1661034,-2.5313542,-4.467314,-1.2593861,0.2083514,-2.895879,-3.3748922,-2.7989697,-4.0841517,5.3728533,5.7590923,6.559909,5.6438227,5.808915
1521,13,13,0.10584012,1.5197651,-5.4120035,0.9907553,-4.512657,-2.9301739,-4.5582047,-1.559653,-0.26601607,-2.7163112,-3.517411,-2.6401901,-3.4284835,6.0696044,5.7977467,6.844613,5.64808,6.490162
1522,13,13,0.106777325,1.5923114,-5.397662,0.63662636,-4.679011,-3.0101814,-4.7029757,-1.8959429,-0.38424194,-2.6625729,-3.5171633,-2.5001621,-3.3455672,6.2971745,6.3524055,6.8077064,6.3016863,6.27094
1523,14,12,0.0110066235,1.5790048,-5.389081,0.9686917,-4.590376,-2.7730181,-4.693643,-1.8790374,-0.28946644,-2.7417498,-3.6275885,-2.673049,-3.5310576,6.0390472,6.5988474,6.3265595,6.5565724,5.831103
1524,14,14,0.13106951,1.4374064,-5.401967,0.16422781,-4.826073,-2.853889,-4.8724184,-2.0413468,-0.37892336,-2.5849273,-3.361462,-2.3396022,-3.2900472,5.9511385,6.9821205,6.291519,7.373673,5.8342004
1525,14,14,0.06115064,1.4457613,-5.3987026,0.82246894,-4.643483,-2.6719322,-4.767189,-1.8664708,-0.2429204,-2.690255,-3.5902443,-2.5700998,-3.5211189,5.84995,6.8748274,6.0369024,7.0551977,5.446138
1526,14,14,0.0928815,1.5205289,-5.421729,0.70688033,-4.813013,-2.9005048,-4.63408,-1.8050742,-0.55180013,-2.5650082,-3.6789112,-2.4205687,-3.0401587,6.239685,6.6481075,6.056438,6.961912,5.675288
1527,14,15,0.0015921742,1.5814738,-5.417578,0.8879062,-4.7692413,-3.1473656,-4.5217066,-1.7892706,-0.65649796,-2.5620866,-3.7164774,-2.5282145,-2.8948417,6.546051,6.0007257,6.5222683,5.913168,6.5525556
